Timestamp,User_ID,Application,Signal_Str,Latency,Required_,Allocated_,Resource_Allocation
11,User_21,Voice_Call,-52 dBm,16 ms,1.50 Mbps,1.23 Mbps,82%
11,User_22,Streaming,-44 dBm,14 ms,2.50 Mbps,2.13 Mbps,85%
11,User_23,Online_Gaming,-44 dBm,11 ms,2.00 Mbps,1.65 Mbps,82%
11,User_24,Background,-53 dBm,16 ms,0.80 Mbps,0.70 Mbps,87%
11,User_25,Web_Browsing,-42 dBm,11 ms,1.20 Mbps,1.05 Mbps,87%
11,User_26,IoT_Temp,-63 dBm,19 ms,0.10 Mbps,0.07 Mbps,72%
11,User_27,Video_Streaming,-49 dBm,16 ms,2.00 Mbps,1.40 Mbps,70%
11,User_28,Emergency,-58 dBm,14 ms,5.00 Mbps,1.49 Mbps,30%
11,User_29,Video_Call,-47 dBm,12 ms,3.00 Mbps,2.26 Mbps,75%
11,User_30,Voice_Call,-52 dBm,15 ms,1.50 Mbps,1.28 Mbps,86%
11,User_31,Streaming,-45 dBm,12 ms,2.50 Mbps,1.87 Mbps,75%
11,User_32,Online_Gaming,-55 dBm,18 ms,2.00 Mbps,1.31 Mbps,66%
11,User_33,Background,-48 dBm,12 ms,0.80 Mbps,0.65 Mbps,81%
11,User_34,Web_Browsing,-70 dBm,21 ms,1.20 Mbps,0.45 Mbps,38%
11,User_35,IoT_Temp,-44 dBm,12 ms,0.10 Mbps,0.07 Mbps,74%
11,User_36,Video_Streaming,-39 dBm,11 ms,2.00 Mbps,1.55 Mbps,77%
11,User_37,Emergency,-50 dBm,14 ms,5.00 Mbps,2.42 Mbps,48%
11,User_38,Video_Call,-55 dBm,18 ms,3.00 Mbps,1.59 Mbps,53%
11,User_39,Voice_Call,-54 dBm,17 ms,1.50 Mbps,1.08 Mbps,72%
11,User_40,Streaming,-64 dBm,20 ms,2.50 Mbps,0.53 Mbps,21%
11,User_41,Online_Gaming,-48 dBm,13 ms,2.00 Mbps,1.44 Mbps,72%
11,User_42,Background,-47 dBm,13 ms,0.80 Mbps,0.61 Mbps,76%
11,User_43,Web_Browsing,-47 dBm,14 ms,1.20 Mbps,0.93 Mbps,77%
11,User_44,IoT_Temp,-59 dBm,18 ms,0.10 Mbps,0.09 Mbps,87%
11,User_45,Video_Streaming,-49 dBm,16 ms,2.00 Mbps,1.62 Mbps,81%
11,User_46,Emergency,-40 dBm,12 ms,5.00 Mbps,3.25 Mbps,65%
11,User_47,Video_Call,-46 dBm,11 ms,3.00 Mbps,2.04 Mbps,68%
11,User_48,Voice_Call,-54 dBm,16 ms,1.50 Mbps,1.19 Mbps,80%
11,User_49,Streaming,-37 dBm,8 ms,2.50 Mbps,2.03 Mbps,81%
11,User_50,Online_Gaming,-46 dBm,12 ms,2.00 Mbps,1.41 Mbps,70%
11,User_51,Background,-62 dBm,19 ms,0.80 Mbps,0.65 Mbps,81%
11,User_52,Web_Browsing,-55 dBm,16 ms,1.20 Mbps,1.03 Mbps,86%
11,User_53,IoT_Temp,-43 dBm,10 ms,0.10 Mbps,0.09 Mbps,85%
11,User_54,Video_Streaming,-51 dBm,14 ms,2.00 Mbps,1.57 Mbps,78%
11,User_55,Emergency,-45 dBm,14 ms,5.00 Mbps,3.26 Mbps,65%
11,User_56,Video_Call,-57 dBm,18 ms,3.00 Mbps,1.41 Mbps,47%
11,User_57,Voice_Call,-54 dBm,15 ms,1.50 Mbps,1.25 Mbps,83%
11,User_58,Streaming,-62 dBm,20 ms,2.50 Mbps,0.71 Mbps,29%
11,User_59,Online_Gaming,-56 dBm,17 ms,2.00 Mbps,1.37 Mbps,68%
11,User_60,Background,-68 dBm,18 ms,0.80 Mbps,0.47 Mbps,59%
11,User_61,Web_Browsing,-73 dBm,22 ms,1.20 Mbps,0.50 Mbps,42%
11,User_62,IoT_Temp,-39 dBm,12 ms,0.10 Mbps,0.09 Mbps,88%
11,User_63,Video_Streaming,-54 dBm,16 ms,2.00 Mbps,1.36 Mbps,68%
11,User_64,Emergency,-45 dBm,13 ms,5.00 Mbps,2.73 Mbps,55%
11,User_65,Video_Call,-42 dBm,11 ms,3.00 Mbps,2.26 Mbps,75%
11,User_66,Voice_Call,-34 dBm,9 ms,1.50 Mbps,1.21 Mbps,81%
11,User_67,Streaming,-67 dBm,18 ms,2.50 Mbps,0.49 Mbps,19%
11,User_68,Online_Gaming,-33 dBm,7 ms,2.00 Mbps,1.51 Mbps,76%
11,User_69,Background,-46 dBm,13 ms,0.80 Mbps,0.65 Mbps,81%
11,User_70,Web_Browsing,-45 dBm,12 ms,1.20 Mbps,0.96 Mbps,80%
11,User_71,IoT_Temp,-59 dBm,16 ms,0.10 Mbps,0.07 Mbps,73%
11,User_72,Video_Streaming,-53 dBm,17 ms,2.00 Mbps,1.54 Mbps,77%
11,User_73,Emergency,-60 dBm,17 ms,5.00 Mbps,1.16 Mbps,23%
11,User_74,Video_Call,-52 dBm,15 ms,3.00 Mbps,1.81 Mbps,60%
11,User_75,Voice_Call,-71 dBm,21 ms,1.50 Mbps,0.51 Mbps,34%
11,User_76,Streaming,-47 dBm,13 ms,2.50 Mbps,1.84 Mbps,74%
11,User_77,Online_Gaming,-46 dBm,11 ms,2.00 Mbps,1.56 Mbps,78%
11,User_78,Background,-51 dBm,16 ms,0.80 Mbps,0.70 Mbps,87%
11,User_79,Web_Browsing,-41 dBm,13 ms,1.20 Mbps,0.97 Mbps,81%
11,User_80,IoT_Temp,-35 dBm,11 ms,0.10 Mbps,0.08 Mbps,84%
11,User_81,Video_Streaming,-40 dBm,13 ms,2.00 Mbps,1.45 Mbps,73%
11,User_82,Emergency,-72 dBm,19 ms,5.00 Mbps,0.63 Mbps,13%
11,User_83,Video_Call,-50 dBm,13 ms,3.00 Mbps,1.97 Mbps,66%
11,User_84,Voice_Call,-46 dBm,15 ms,1.50 Mbps,1.13 Mbps,75%
11,User_85,Streaming,-39 dBm,13 ms,2.50 Mbps,2.23 Mbps,89%
11,User_86,Online_Gaming,-46 dBm,13 ms,2.00 Mbps,1.53 Mbps,77%
11,User_87,Background,-46 dBm,11 ms,0.80 Mbps,0.69 Mbps,86%
11,User_88,Web_Browsing,-45 dBm,15 ms,1.20 Mbps,1.01 Mbps,84%
11,User_89,IoT_Temp,-58 dBm,16 ms,0.10 Mbps,0.08 Mbps,77%
11,User_90,Video_Streaming,-43 dBm,10 ms,2.00 Mbps,1.47 Mbps,73%
12,User_1,Emergency,-32 dBm,11 ms,5.00 Mbps,4.63 Mbps,93%
12,User_2,Video_Call,-57 dBm,15 ms,3.00 Mbps,1.31 Mbps,44%
12,User_3,Voice_Call,-42 dBm,14 ms,1.50 Mbps,1.19 Mbps,79%
12,User_4,Streaming,-46 dBm,14 ms,2.50 Mbps,2.21 Mbps,88%
12,User_5,Online_Gaming,-59 dBm,15 ms,2.00 Mbps,1.28 Mbps,64%
12,User_6,Background,-49 dBm,14 ms,0.80 Mbps,0.69 Mbps,86%
12,User_7,Web_Browsing,-37 dBm,10 ms,1.20 Mbps,0.88 Mbps,73%
12,User_8,IoT_Temp,-67 dBm,21 ms,0.10 Mbps,0.07 Mbps,71%
12,User_9,Video_Streaming,-64 dBm,17 ms,2.00 Mbps,0.61 Mbps,31%
12,User_10,Emergency,-39 dBm,12 ms,5.00 Mbps,3.83 Mbps,77%
12,User_11,Video_Call,-53 dBm,15 ms,3.00 Mbps,1.43 Mbps,48%
12,User_12,Voice_Call,-55 dBm,15 ms,1.50 Mbps,1.19 Mbps,79%
12,User_13,Streaming,-42 dBm,12 ms,2.50 Mbps,2.05 Mbps,82%
12,User_14,Online_Gaming,-42 dBm,11 ms,2.00 Mbps,1.57 Mbps,78%
12,User_15,Background,-53 dBm,15 ms,0.80 Mbps,0.59 Mbps,73%
12,User_16,Web_Browsing,-41 dBm,10 ms,1.20 Mbps,0.89 Mbps,74%
12,User_17,IoT_Temp,-69 dBm,21 ms,0.10 Mbps,0.08 Mbps,81%
12,User_18,Video_Streaming,-68 dBm,18 ms,2.00 Mbps,0.60 Mbps,30%
12,User_19,Emergency,-61 dBm,19 ms,5.00 Mbps,1.00 Mbps,20%
12,User_20,Video_Call,-43 dBm,14 ms,3.00 Mbps,2.53 Mbps,84%
12,User_21,Voice_Call,-44 dBm,10 ms,1.50 Mbps,1.31 Mbps,88%
12,User_22,Streaming,-38 dBm,8 ms,2.50 Mbps,2.10 Mbps,84%
12,User_23,Online_Gaming,-41 dBm,12 ms,2.00 Mbps,1.68 Mbps,84%
12,User_24,Background,-54 dBm,17 ms,0.80 Mbps,0.57 Mbps,71%
12,User_25,Web_Browsing,-51 dBm,15 ms,1.20 Mbps,0.96 Mbps,80%
12,User_26,IoT_Temp,-56 dBm,15 ms,0.10 Mbps,0.07 Mbps,73%
12,User_27,Video_Streaming,-50 dBm,16 ms,2.00 Mbps,1.78 Mbps,89%
12,User_28,Emergency,-55 dBm,17 ms,5.00 Mbps,1.94 Mbps,39%
12,User_29,Video_Call,-39 dBm,10 ms,3.00 Mbps,2.47 Mbps,82%
12,User_30,Voice_Call,-52 dBm,16 ms,1.50 Mbps,1.07 Mbps,71%
12,User_31,Streaming,-45 dBm,13 ms,2.50 Mbps,2.02 Mbps,81%
12,User_32,Online_Gaming,-56 dBm,18 ms,2.00 Mbps,1.21 Mbps,60%
12,User_33,Background,-53 dBm,16 ms,0.80 Mbps,0.58 Mbps,73%
12,User_34,Web_Browsing,-72 dBm,20 ms,1.20 Mbps,0.42 Mbps,35%
12,User_35,IoT_Temp,-47 dBm,14 ms,0.10 Mbps,0.08 Mbps,75%
12,User_36,Video_Streaming,-49 dBm,15 ms,2.00 Mbps,1.64 Mbps,82%
12,User_37,Emergency,-44 dBm,10 ms,5.00 Mbps,3.40 Mbps,68%
12,User_38,Video_Call,-54 dBm,14 ms,3.00 Mbps,1.47 Mbps,49%
12,User_39,Voice_Call,-61 dBm,19 ms,1.50 Mbps,0.82 Mbps,55%
12,User_40,Streaming,-55 dBm,18 ms,2.50 Mbps,1.33 Mbps,53%
12,User_41,Online_Gaming,-53 dBm,16 ms,2.00 Mbps,1.74 Mbps,87%
12,User_42,Background,-46 dBm,14 ms,0.80 Mbps,0.62 Mbps,78%
12,User_43,Web_Browsing,-37 dBm,12 ms,1.20 Mbps,0.97 Mbps,81%
12,User_44,IoT_Temp,-56 dBm,16 ms,0.10 Mbps,0.08 Mbps,76%
12,User_45,Video_Streaming,-52 dBm,16 ms,2.00 Mbps,1.45 Mbps,72%
12,User_46,Emergency,-46 dBm,11 ms,5.00 Mbps,2.93 Mbps,59%
12,User_47,Video_Call,-45 dBm,11 ms,3.00 Mbps,2.53 Mbps,84%
12,User_48,Voice_Call,-58 dBm,16 ms,1.50 Mbps,1.03 Mbps,69%
12,User_49,Streaming,-37 dBm,8 ms,2.50 Mbps,2.23 Mbps,89%
12,User_50,Online_Gaming,-42 dBm,11 ms,2.00 Mbps,1.55 Mbps,78%
12,User_51,Background,-64 dBm,16 ms,0.80 Mbps,0.63 Mbps,79%
12,User_52,Web_Browsing,-52 dBm,15 ms,1.20 Mbps,0.86 Mbps,72%
12,User_53,IoT_Temp,-47 dBm,11 ms,0.10 Mbps,0.08 Mbps,78%
12,User_54,Video_Streaming,-54 dBm,17 ms,2.00 Mbps,1.44 Mbps,72%
12,User_55,Emergency,-35 dBm,11 ms,5.00 Mbps,4.44 Mbps,89%
12,User_56,Video_Call,-46 dBm,15 ms,3.00 Mbps,2.43 Mbps,81%
12,User_57,Voice_Call,-57 dBm,17 ms,1.50 Mbps,1.25 Mbps,84%
12,User_58,Streaming,-69 dBm,21 ms,2.50 Mbps,0.53 Mbps,21%
12,User_59,Online_Gaming,-56 dBm,18 ms,2.00 Mbps,1.58 Mbps,79%
12,User_60,Background,-76 dBm,21 ms,0.80 Mbps,0.53 Mbps,66%
12,User_61,Web_Browsing,-69 dBm,22 ms,1.20 Mbps,0.43 Mbps,36%
12,User_62,IoT_Temp,-47 dBm,12 ms,0.10 Mbps,0.07 Mbps,70%
12,User_63,Video_Streaming,-45 dBm,12 ms,2.00 Mbps,1.64 Mbps,82%
12,User_64,Emergency,-54 dBm,13 ms,5.00 Mbps,1.74 Mbps,35%
12,User_65,Video_Call,-39 dBm,9 ms,3.00 Mbps,2.47 Mbps,82%
12,User_66,Voice_Call,-39 dBm,10 ms,1.50 Mbps,1.08 Mbps,72%
12,User_67,Streaming,-66 dBm,20 ms,2.50 Mbps,0.51 Mbps,20%
12,User_68,Online_Gaming,-32 dBm,8 ms,2.00 Mbps,1.53 Mbps,76%
12,User_69,Background,-60 dBm,15 ms,0.80 Mbps,0.57 Mbps,71%
12,User_70,Web_Browsing,-44 dBm,12 ms,1.20 Mbps,1.00 Mbps,83%
12,User_71,IoT_Temp,-59 dBm,19 ms,0.10 Mbps,0.09 Mbps,88%
12,User_72,Video_Streaming,-47 dBm,11 ms,2.00 Mbps,1.44 Mbps,72%
12,User_73,Emergency,-51 dBm,13 ms,5.00 Mbps,2.27 Mbps,45%
12,User_74,Video_Call,-61 dBm,18 ms,3.00 Mbps,0.78 Mbps,26%
12,User_75,Voice_Call,-70 dBm,18 ms,1.50 Mbps,0.53 Mbps,36%
12,User_76,Streaming,-55 dBm,14 ms,2.50 Mbps,1.30 Mbps,52%
12,User_77,Online_Gaming,-42 dBm,13 ms,2.00 Mbps,1.55 Mbps,78%
12,User_78,Background,-56 dBm,17 ms,0.80 Mbps,0.57 Mbps,71%
12,User_79,Web_Browsing,-44 dBm,14 ms,1.20 Mbps,0.90 Mbps,75%
12,User_80,IoT_Temp,-47 dBm,14 ms,0.10 Mbps,0.08 Mbps,75%
12,User_81,Video_Streaming,-39 dBm,13 ms,2.00 Mbps,1.53 Mbps,77%
12,User_82,Emergency,-76 dBm,24 ms,5.00 Mbps,0.59 Mbps,12%
12,User_83,Video_Call,-49 dBm,16 ms,3.00 Mbps,2.11 Mbps,70%
12,User_84,Voice_Call,-38 dBm,11 ms,1.50 Mbps,1.14 Mbps,76%
12,User_85,Streaming,-40 dBm,12 ms,2.50 Mbps,2.24 Mbps,90%
12,User_86,Online_Gaming,-57 dBm,17 ms,2.00 Mbps,1.21 Mbps,60%
12,User_87,Background,-42 dBm,13 ms,0.80 Mbps,0.61 Mbps,76%
12,User_88,Web_Browsing,-53 dBm,15 ms,1.20 Mbps,1.02 Mbps,85%
12,User_89,IoT_Temp,-51 dBm,14 ms,0.10 Mbps,0.09 Mbps,86%
12,User_90,Video_Streaming,-52 dBm,13 ms,2.00 Mbps,1.48 Mbps,74%
13,User_1,Emergency,-35 dBm,10 ms,5.00 Mbps,3.82 Mbps,76%
13,User_2,Video_Call,-54 dBm,14 ms,3.00 Mbps,1.66 Mbps,55%
13,User_3,Voice_Call,-43 dBm,13 ms,1.50 Mbps,1.28 Mbps,85%
13,User_4,Streaming,-44 dBm,12 ms,2.50 Mbps,1.95 Mbps,78%
13,User_5,Online_Gaming,-58 dBm,19 ms,2.00 Mbps,1.04 Mbps,52%
13,User_6,Background,-48 dBm,11 ms,0.80 Mbps,0.58 Mbps,72%
13,User_7,Web_Browsing,-40 dBm,13 ms,1.20 Mbps,1.08 Mbps,90%
13,User_8,IoT_Temp,-59 dBm,17 ms,0.10 Mbps,0.08 Mbps,79%
13,User_9,Video_Streaming,-70 dBm,21 ms,2.00 Mbps,0.45 Mbps,22%
13,User_10,Emergency,-38 dBm,8 ms,5.00 Mbps,3.57 Mbps,71%
13,User_11,Video_Call,-54 dBm,14 ms,3.00 Mbps,1.42 Mbps,47%
13,User_12,Voice_Call,-51 dBm,15 ms,1.50 Mbps,1.34 Mbps,89%
13,User_13,Streaming,-43 dBm,10 ms,2.50 Mbps,2.14 Mbps,86%
13,User_14,Online_Gaming,-44 dBm,10 ms,2.00 Mbps,1.40 Mbps,70%
13,User_15,Background,-56 dBm,16 ms,0.80 Mbps,0.58 Mbps,73%
13,User_16,Web_Browsing,-39 dBm,11 ms,1.20 Mbps,0.97 Mbps,81%
13,User_17,IoT_Temp,-61 dBm,18 ms,0.10 Mbps,0.09 Mbps,88%
13,User_18,Video_Streaming,-79 dBm,21 ms,2.00 Mbps,0.50 Mbps,25%
13,User_19,Emergency,-65 dBm,20 ms,5.00 Mbps,0.64 Mbps,13%
13,User_20,Video_Call,-39 dBm,11 ms,3.00 Mbps,2.31 Mbps,77%
13,User_21,Voice_Call,-46 dBm,15 ms,1.50 Mbps,1.20 Mbps,80%
13,User_22,Streaming,-40 dBm,10 ms,2.50 Mbps,1.94 Mbps,78%
13,User_23,Online_Gaming,-39 dBm,9 ms,2.00 Mbps,1.60 Mbps,80%
13,User_24,Background,-53 dBm,13 ms,0.80 Mbps,0.61 Mbps,76%
13,User_25,Web_Browsing,-54 dBm,14 ms,1.20 Mbps,0.84 Mbps,70%
13,User_26,IoT_Temp,-59 dBm,18 ms,0.10 Mbps,0.08 Mbps,83%
13,User_27,Video_Streaming,-50 dBm,13 ms,2.00 Mbps,1.60 Mbps,80%
13,User_28,Emergency,-48 dBm,15 ms,5.00 Mbps,2.26 Mbps,45%
13,User_29,Video_Call,-47 dBm,12 ms,3.00 Mbps,2.35 Mbps,78%
13,User_30,Voice_Call,-49 dBm,16 ms,1.50 Mbps,1.07 Mbps,71%
13,User_31,Streaming,-38 dBm,10 ms,2.50 Mbps,2.17 Mbps,87%
13,User_32,Online_Gaming,-55 dBm,18 ms,2.00 Mbps,1.54 Mbps,77%
13,User_33,Background,-52 dBm,17 ms,0.80 Mbps,0.65 Mbps,81%
13,User_34,Web_Browsing,-67 dBm,17 ms,1.20 Mbps,0.43 Mbps,36%
13,User_35,IoT_Temp,-39 dBm,13 ms,0.10 Mbps,0.08 Mbps,79%
13,User_36,Video_Streaming,-47 dBm,15 ms,2.00 Mbps,1.76 Mbps,88%
13,User_37,Emergency,-41 dBm,13 ms,5.00 Mbps,3.32 Mbps,66%
13,User_38,Video_Call,-55 dBm,18 ms,3.00 Mbps,1.48 Mbps,49%
13,User_39,Voice_Call,-60 dBm,18 ms,1.50 Mbps,0.91 Mbps,60%
13,User_40,Streaming,-63 dBm,16 ms,2.50 Mbps,0.60 Mbps,24%
13,User_41,Online_Gaming,-53 dBm,14 ms,2.00 Mbps,1.79 Mbps,89%
13,User_42,Background,-43 dBm,11 ms,0.80 Mbps,0.71 Mbps,89%
13,User_43,Web_Browsing,-41 dBm,9 ms,1.20 Mbps,0.87 Mbps,72%
13,User_44,IoT_Temp,-55 dBm,15 ms,0.10 Mbps,0.09 Mbps,88%
13,User_45,Video_Streaming,-54 dBm,13 ms,2.00 Mbps,1.43 Mbps,72%
13,User_46,Emergency,-33 dBm,8 ms,5.00 Mbps,4.06 Mbps,81%
13,User_47,Video_Call,-56 dBm,14 ms,3.00 Mbps,1.36 Mbps,45%
13,User_48,Voice_Call,-64 dBm,16 ms,1.50 Mbps,0.67 Mbps,45%
13,User_49,Streaming,-38 dBm,10 ms,2.50 Mbps,2.18 Mbps,87%
13,User_50,Online_Gaming,-43 dBm,10 ms,2.00 Mbps,1.60 Mbps,80%
13,User_51,Background,-66 dBm,17 ms,0.80 Mbps,0.47 Mbps,59%
13,User_52,Web_Browsing,-50 dBm,14 ms,1.20 Mbps,0.92 Mbps,76%
13,User_53,IoT_Temp,-46 dBm,15 ms,0.10 Mbps,0.08 Mbps,84%
13,User_54,Video_Streaming,-47 dBm,14 ms,2.00 Mbps,1.78 Mbps,89%
13,User_55,Emergency,-43 dBm,13 ms,5.00 Mbps,3.00 Mbps,60%
13,User_56,Video_Call,-43 dBm,13 ms,3.00 Mbps,2.54 Mbps,85%
13,User_57,Voice_Call,-61 dBm,19 ms,1.50 Mbps,0.98 Mbps,66%
13,User_58,Streaming,-65 dBm,18 ms,2.50 Mbps,0.46 Mbps,18%
13,User_59,Online_Gaming,-56 dBm,16 ms,2.00 Mbps,1.26 Mbps,63%
13,User_60,Background,-81 dBm,21 ms,0.80 Mbps,0.44 Mbps,55%
13,User_61,Web_Browsing,-76 dBm,24 ms,1.20 Mbps,0.53 Mbps,44%
13,User_62,IoT_Temp,-37 dBm,11 ms,0.10 Mbps,0.07 Mbps,73%
13,User_63,Video_Streaming,-50 dBm,15 ms,2.00 Mbps,1.48 Mbps,74%
13,User_64,Emergency,-47 dBm,13 ms,5.00 Mbps,2.65 Mbps,53%
13,User_65,Video_Call,-40 dBm,9 ms,3.00 Mbps,2.47 Mbps,82%
13,User_66,Voice_Call,-38 dBm,11 ms,1.50 Mbps,1.28 Mbps,85%
13,User_67,Streaming,-57 dBm,15 ms,2.50 Mbps,1.23 Mbps,49%
13,User_68,Online_Gaming,-39 dBm,13 ms,2.00 Mbps,1.78 Mbps,89%
13,User_69,Background,-51 dBm,15 ms,0.80 Mbps,0.69 Mbps,86%
13,User_70,Web_Browsing,-39 dBm,10 ms,1.20 Mbps,0.91 Mbps,75%
13,User_71,IoT_Temp,-57 dBm,16 ms,0.10 Mbps,0.08 Mbps,85%
13,User_72,Video_Streaming,-41 dBm,11 ms,2.00 Mbps,1.79 Mbps,90%
13,User_73,Emergency,-53 dBm,17 ms,5.00 Mbps,1.82 Mbps,36%
13,User_74,Video_Call,-57 dBm,14 ms,3.00 Mbps,1.38 Mbps,46%
13,User_75,Voice_Call,-68 dBm,21 ms,1.50 Mbps,0.43 Mbps,29%
13,User_76,Streaming,-47 dBm,14 ms,2.50 Mbps,1.82 Mbps,73%
13,User_77,Online_Gaming,-51 dBm,15 ms,2.00 Mbps,1.72 Mbps,86%
13,User_78,Background,-48 dBm,12 ms,0.80 Mbps,0.57 Mbps,71%
13,User_79,Web_Browsing,-44 dBm,14 ms,1.20 Mbps,0.85 Mbps,71%
13,User_80,IoT_Temp,-44 dBm,13 ms,0.10 Mbps,0.08 Mbps,77%
13,User_81,Video_Streaming,-35 dBm,10 ms,2.00 Mbps,1.48 Mbps,74%
13,User_82,Emergency,-81 dBm,25 ms,5.00 Mbps,0.52 Mbps,10%
13,User_83,Video_Call,-55 dBm,15 ms,3.00 Mbps,1.59 Mbps,53%
13,User_84,Voice_Call,-36 dBm,9 ms,1.50 Mbps,1.18 Mbps,79%
13,User_85,Streaming,-36 dBm,12 ms,2.50 Mbps,2.21 Mbps,89%
13,User_86,Online_Gaming,-61 dBm,15 ms,2.00 Mbps,0.86 Mbps,43%
13,User_87,Background,-44 dBm,10 ms,0.80 Mbps,0.68 Mbps,84%
13,User_88,Web_Browsing,-49 dBm,15 ms,1.20 Mbps,0.93 Mbps,77%
13,User_89,IoT_Temp,-44 dBm,11 ms,0.10 Mbps,0.07 Mbps,71%
13,User_90,Video_Streaming,-48 dBm,15 ms,2.00 Mbps,1.76 Mbps,88%
14,User_1,Emergency,-39 dBm,9 ms,5.00 Mbps,3.52 Mbps,70%
14,User_2,Video_Call,-63 dBm,16 ms,3.00 Mbps,0.68 Mbps,23%
14,User_3,Voice_Call,-39 dBm,9 ms,1.50 Mbps,1.10 Mbps,73%
14,User_4,Streaming,-48 dBm,12 ms,2.50 Mbps,1.99 Mbps,80%
14,User_5,Online_Gaming,-60 dBm,17 ms,2.00 Mbps,1.16 Mbps,58%
14,User_6,Background,-54 dBm,14 ms,0.80 Mbps,0.61 Mbps,76%
14,User_7,Web_Browsing,-38 dBm,10 ms,1.20 Mbps,1.02 Mbps,85%
14,User_8,IoT_Temp,-57 dBm,18 ms,0.10 Mbps,0.08 Mbps,77%
14,User_9,Video_Streaming,-70 dBm,19 ms,2.00 Mbps,0.49 Mbps,25%
14,User_10,Emergency,-36 dBm,10 ms,5.00 Mbps,3.62 Mbps,72%
14,User_11,Video_Call,-52 dBm,17 ms,3.00 Mbps,1.91 Mbps,64%
14,User_12,Voice_Call,-46 dBm,14 ms,1.50 Mbps,1.17 Mbps,78%
14,User_13,Streaming,-39 dBm,12 ms,2.50 Mbps,2.10 Mbps,84%
14,User_14,Online_Gaming,-51 dBm,13 ms,2.00 Mbps,1.43 Mbps,72%
14,User_15,Background,-51 dBm,15 ms,0.80 Mbps,0.63 Mbps,79%
14,User_16,Web_Browsing,-49 dBm,16 ms,1.20 Mbps,0.92 Mbps,77%
14,User_17,IoT_Temp,-59 dBm,18 ms,0.10 Mbps,0.08 Mbps,79%
14,User_18,Video_Streaming,-85 dBm,24 ms,2.00 Mbps,0.48 Mbps,24%
14,User_19,Emergency,-69 dBm,21 ms,5.00 Mbps,0.55 Mbps,11%
14,User_20,Video_Call,-46 dBm,11 ms,3.00 Mbps,2.60 Mbps,87%
14,User_21,Voice_Call,-45 dBm,10 ms,1.50 Mbps,1.08 Mbps,72%
14,User_22,Streaming,-45 dBm,12 ms,2.50 Mbps,1.83 Mbps,73%
14,User_23,Online_Gaming,-34 dBm,7 ms,2.00 Mbps,1.62 Mbps,81%
14,User_24,Background,-53 dBm,16 ms,0.80 Mbps,0.62 Mbps,78%
14,User_25,Web_Browsing,-53 dBm,15 ms,1.20 Mbps,0.86 Mbps,72%
14,User_26,IoT_Temp,-68 dBm,19 ms,0.10 Mbps,0.07 Mbps,72%
14,User_27,Video_Streaming,-51 dBm,13 ms,2.00 Mbps,1.47 Mbps,73%
14,User_28,Emergency,-52 dBm,13 ms,5.00 Mbps,2.12 Mbps,42%
14,User_29,Video_Call,-45 dBm,11 ms,3.00 Mbps,2.38 Mbps,79%
14,User_30,Voice_Call,-39 dBm,12 ms,1.50 Mbps,1.16 Mbps,77%
14,User_31,Streaming,-38 dBm,10 ms,2.50 Mbps,2.15 Mbps,86%
14,User_32,Online_Gaming,-58 dBm,18 ms,2.00 Mbps,1.07 Mbps,53%
14,User_33,Background,-56 dBm,15 ms,0.80 Mbps,0.62 Mbps,78%
14,User_34,Web_Browsing,-69 dBm,18 ms,1.20 Mbps,0.51 Mbps,43%
14,User_35,IoT_Temp,-38 dBm,8 ms,0.10 Mbps,0.07 Mbps,72%
14,User_36,Video_Streaming,-58 dBm,18 ms,2.00 Mbps,1.15 Mbps,57%
14,User_37,Emergency,-41 dBm,13 ms,5.00 Mbps,3.18 Mbps,64%
14,User_38,Video_Call,-52 dBm,14 ms,3.00 Mbps,1.61 Mbps,54%
14,User_39,Voice_Call,-56 dBm,14 ms,1.50 Mbps,1.24 Mbps,83%
14,User_40,Streaming,-73 dBm,23 ms,2.50 Mbps,0.49 Mbps,19%
14,User_41,Online_Gaming,-55 dBm,16 ms,2.00 Mbps,1.61 Mbps,81%
14,User_42,Background,-32 dBm,9 ms,0.80 Mbps,0.71 Mbps,88%
14,User_43,Web_Browsing,-47 dBm,15 ms,1.20 Mbps,0.91 Mbps,76%
14,User_44,IoT_Temp,-51 dBm,16 ms,0.10 Mbps,0.09 Mbps,86%
14,User_45,Video_Streaming,-56 dBm,16 ms,2.00 Mbps,1.43 Mbps,72%
14,User_46,Emergency,-34 dBm,10 ms,5.00 Mbps,4.18 Mbps,84%
14,User_47,Video_Call,-60 dBm,17 ms,3.00 Mbps,1.00 Mbps,33%
14,User_48,Voice_Call,-53 dBm,13 ms,1.50 Mbps,1.28 Mbps,85%
14,User_49,Streaming,-46 dBm,11 ms,2.50 Mbps,2.03 Mbps,81%
14,User_50,Online_Gaming,-48 dBm,14 ms,2.00 Mbps,1.52 Mbps,76%
14,User_51,Background,-69 dBm,21 ms,0.80 Mbps,0.53 Mbps,67%
14,User_52,Web_Browsing,-54 dBm,15 ms,1.20 Mbps,0.90 Mbps,75%
14,User_53,IoT_Temp,-44 dBm,10 ms,0.10 Mbps,0.09 Mbps,85%
14,User_54,Video_Streaming,-51 dBm,12 ms,2.00 Mbps,1.51 Mbps,75%
14,User_55,Emergency,-51 dBm,14 ms,5.00 Mbps,1.99 Mbps,40%
14,User_56,Video_Call,-51 dBm,14 ms,3.00 Mbps,1.66 Mbps,55%
14,User_57,Voice_Call,-63 dBm,20 ms,1.50 Mbps,0.72 Mbps,48%
